doi,wos-uid,author,journal
DO=10.1007/s00146-018-0795-y,WOS:000457536000019,"Mahnic, Nika",AI & SOCIETY
DO=10.1007/s10806-019-09760-9,WOS:000467100400006,"Lundstrom, Markus",JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS
DO=10.1007/978-3-030-03633-1_13,0,0,0
DO=10.1007/978-3-030-19490-1_1,0,0,0
DO=10.1007/978-3-319-97502-3_3,0,0,0
DO=10.1007/978-3-030-15943-6_16,0,0,0
DO=10.1186/s12913-018-3749-7,WOS:000451976600006,"Maslen, Sarah",BMC HEALTH SERVICES RESEARCH
DO=10.1186/s12913-018-3749-7,WOS:000451976600006,"Lupton, Deborah",BMC HEALTH SERVICES RESEARCH
DO=10.1007/s40869-018-0070-y,0,0,0
DO=10.1007/s40592-018-0086-x,WOS:000456071700001,"Cavaliere, Giulia",MONASH BIOETHICS REVIEW
DO=10.1057/s41599-018-0178-5,WOS:000448197600001,"Brown, Nik",PALGRAVE COMMUNICATIONS
DO=10.1057/s41599-018-0178-5,WOS:000448197600001,"Nettleton, Sarah",PALGRAVE COMMUNICATIONS
DO=10.1007/s10734-017-0211-4,WOS:000440107600009,"Tassone, Valentina C.",HIGHER EDUCATION
DO=10.1007/s10734-017-0211-4,WOS:000440107600009,"O'Mahony, Catherine",HIGHER EDUCATION
DO=10.1007/s10734-017-0211-4,WOS:000440107600009,"McKenna, Emma",HIGHER EDUCATION
DO=10.1007/s10734-017-0211-4,WOS:000440107600009,"Eppink, Hansje J.",HIGHER EDUCATION
DO=10.1007/s10734-017-0211-4,WOS:000440107600009,"Wals, Arjen E. J.",HIGHER EDUCATION
DO=10.1057/s41599-018-0142-4,WOS:000441073200004,"Oakley, Catherine",PALGRAVE COMMUNICATIONS
DO=10.1007/s10978-018-9227-x,WOS:000441197700002,"Kall, Jannice",LAW AND CRITIQUE
DO=10.1007/s12152-018-9354-y,WOS:000433048800001,"Mihailov, Emilian",NEUROETHICS
DO=10.1007/s12152-018-9354-y,WOS:000433048800001,"Savulescu, Julian",NEUROETHICS
DO=10.1057/s41292-017-0079-7,WOS:000449364200007,"Hinterberger, Amy",BIOSOCIETIES
DO=10.1007/s10676-018-9452-x,WOS:000434849800005,"Royakkers, Lamber",ETHICS AND INFORMATION TECHNOLOGY
DO=10.1007/s10676-018-9452-x,WOS:000434849800005,"Timmer, Jelte",ETHICS AND INFORMATION TECHNOLOGY
DO=10.1007/s10676-018-9452-x,WOS:000434849800005,"Kool, Linda",ETHICS AND INFORMATION TECHNOLOGY
DO=10.1007/s10676-018-9452-x,WOS:000434849800005,"van Est, Rinie",ETHICS AND INFORMATION TECHNOLOGY
DO=10.1007/s11059-017-0413-x,WOS:000438535400018,"Fusini, Letizia",NEOHELICON
DO=10.1007/s13347-017-0285-z,MEDLINE:29974033,"Giubilini, Alberto","The Artificial Moral Advisor.The ""Ideal Observer"" Meets Artificial Intelligence."
DO=10.1007/s13347-017-0285-z,MEDLINE:29974033,"Savulescu, Julian","The Artificial Moral Advisor.The ""Ideal Observer"" Meets Artificial Intelligence."
DO=10.1186/s40504-018-0073-2,WOS:000468824400001,"Nawrot, Oktawian",LIFE SCIENCES SOCIETY AND POLICY
DO=10.1057/s41599-018-0113-9,WOS:000441066600002,"Hinchliffe, Stephen",PALGRAVE COMMUNICATIONS
DO=10.1057/s41599-018-0113-9,WOS:000441066600002,"Jackson, Mark A.",PALGRAVE COMMUNICATIONS
DO=10.1057/s41599-018-0113-9,WOS:000441066600002,"Wyatt, Katrina",PALGRAVE COMMUNICATIONS
DO=10.1057/s41599-018-0113-9,WOS:000441066600002,"Barlow, Anne E.",PALGRAVE COMMUNICATIONS
DO=10.1057/s41599-018-0113-9,WOS:000441066600002,"Barreto, Manuela",PALGRAVE COMMUNICATIONS
DO=10.1057/s41599-018-0113-9,WOS:000441066600002,"Clare, Linda",PALGRAVE COMMUNICATIONS
DO=10.1057/s41599-018-0113-9,WOS:000441066600002,"Depledge, Michael H.",PALGRAVE COMMUNICATIONS
DO=10.1057/s41599-018-0113-9,WOS:000441066600002,"Durie, Robin",PALGRAVE COMMUNICATIONS
DO=10.1057/s41599-018-0113-9,WOS:000441066600002,"Fleming, Lora E.",PALGRAVE COMMUNICATIONS
DO=10.1057/s41599-018-0113-9,WOS:000441066600002,"Groom, Nick",PALGRAVE COMMUNICATIONS
DO=10.1057/s41599-018-0113-9,WOS:000441066600002,"Morrissey, Karyn",PALGRAVE COMMUNICATIONS
DO=10.1057/s41599-018-0113-9,WOS:000441066600002,"Salisbury, Laura",PALGRAVE COMMUNICATIONS
DO=10.1057/s41599-018-0113-9,WOS:000441066600002,"Thomas, Felicity",PALGRAVE COMMUNICATIONS
DO=10.1057/s41599-018-0103-y,WOS:000440867500004,"Cowley, Robert",PALGRAVE COMMUNICATIONS
DO=10.1007/s10806-018-9711-1,WOS:000424023600008,"Kopnina, Helen",JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS
DO=10.1007/s10806-018-9711-1,WOS:000424023600008,"Washington, Haydn",JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS
DO=10.1007/s10806-018-9711-1,WOS:000424023600008,"Taylor, Bron",JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS
DO=10.1007/s10806-018-9711-1,WOS:000424023600008,"Piccolo, John J.",JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS
DO=10.1007/s40309-017-0126-4,WOS:000419945200001,"Dominici, Piero",EUROPEAN JOURNAL OF FUTURES RESEARCH
DO=10.1057/978-1-137-52879-7_38,0,0,0
DO=10.1007/s10611-017-9704-4,WOS:000417926000007,"Hamilton, Scott",CRIME LAW AND SOCIAL CHANGE
DO=10.1007/s11422-017-9841-1,WOS:000423927300011,"Levinson, Ralph",CULTURAL STUDIES OF SCIENCE EDUCATION
DO=10.1186/s12910-017-0215-8,WOS:000412900000001,"Hofmann, Bjorn",BMC MEDICAL ETHICS
DO=10.1007/s10734-016-9994-y,WOS:000407348700003,"Taylor, Carol A.",HIGHER EDUCATION
DO=10.1007/s13158-017-0193-5,0,0,0
DO=10.1007/s10699-015-9443-x,WOS:000402051000017,"Dorrestijn, Steven",FOUNDATIONS OF SCIENCE
DO=10.1007/s40901-017-0068-1,0,0,0
DO=10.1186/s13010-017-0043-y,WOS:000402650000001,"Becker, Kira",PHILOSOPHY ETHICS AND HUMANITIES IN MEDICINE
DO=10.1186/s13010-017-0043-y,WOS:000402650000001,"Shook, John R.",PHILOSOPHY ETHICS AND HUMANITIES IN MEDICINE
DO=10.1186/s13010-017-0043-y,WOS:000402650000001,"Darragh, Martina",PHILOSOPHY ETHICS AND HUMANITIES IN MEDICINE
DO=10.1186/s13010-017-0043-y,WOS:000402650000001,"Giordano, James",PHILOSOPHY ETHICS AND HUMANITIES IN MEDICINE
DO=10.1186/s40613-016-0043-7,0,0,0
DO=10.1057/palcomms.2016.72,WOS:000453326400046,"Cranny-Francis, Anne",PALGRAVE COMMUNICATIONS
DO=10.1007/s11017-016-9379-3,WOS:000386561800002,"Vogt, Henrik",THEORETICAL MEDICINE AND BIOETHICS
DO=10.1007/s11017-016-9379-3,WOS:000386561800002,"Hofmann, Bjorn",THEORETICAL MEDICINE AND BIOETHICS
DO=10.1007/s11017-016-9379-3,WOS:000386561800002,"Getz, Linn",THEORETICAL MEDICINE AND BIOETHICS
DO=10.1186/s13010-016-0037-1,WOS:000390001200001,"Martin, Amanda",PHILOSOPHY ETHICS AND HUMANITIES IN MEDICINE
DO=10.1186/s13010-016-0037-1,WOS:000390001200001,"Becker, Kira",PHILOSOPHY ETHICS AND HUMANITIES IN MEDICINE
DO=10.1186/s13010-016-0037-1,WOS:000390001200001,"Darragh, Martina",PHILOSOPHY ETHICS AND HUMANITIES IN MEDICINE
DO=10.1186/s13010-016-0037-1,WOS:000390001200001,"Giordano, James",PHILOSOPHY ETHICS AND HUMANITIES IN MEDICINE
DO=10.1007/s10728-015-0309-8,WOS:000381977100004,"Haddow, Gill",HEALTH CARE ANALYSIS
DO=10.1007/s10728-015-0309-8,WOS:000381977100004,"Harmon, Shawn H. E.",HEALTH CARE ANALYSIS
DO=10.1007/s10728-015-0309-8,WOS:000381977100004,"Gilman, Leah",HEALTH CARE ANALYSIS
DO=10.1057/palcomms.2016.35,WOS:000453326400099,"Ferrando, Francesca",PALGRAVE COMMUNICATIONS
DO=10.1057/palcomms.2016.11,WOS:000453326400085,"Ferrando, Francesca",PALGRAVE COMMUNICATIONS
DO=10.1007/s11217-016-9516-5,WOS:000373861300007,"Knox, Jeremy",STUDIES IN PHILOSOPHY AND EDUCATION
DO=10.1007/s10767-014-9193-8,WOS:000359783200005,"Stacey, Jackie",INTERNATIONAL JOURNAL OF POLITICS CULTURE AND SOCIETY
DO=10.1007/s40309-015-0068-7,WOS:000372463000008,"Ruotsalainen, Juho",EUROPEAN JOURNAL OF FUTURES RESEARCH
DO=10.1007/s40309-015-0068-7,WOS:000372463000008,"Heinonen, Sirkka",EUROPEAN JOURNAL OF FUTURES RESEARCH
DO=10.1057/kmrp.2013.41,WOS:000354910200007,"Vines, Richard",KNOWLEDGE MANAGEMENT RESEARCH & PRACTICE
DO=10.1057/kmrp.2013.41,WOS:000354910200007,"Jones, Michael",KNOWLEDGE MANAGEMENT RESEARCH & PRACTICE
DO=10.1057/kmrp.2013.41,WOS:000354910200007,"McCarthy, Gavan",KNOWLEDGE MANAGEMENT RESEARCH & PRACTICE
DO=10.1007/978-3-319-04093-6_6,0,0,0
DO=10.1007/978-981-287-381-1_10,0,0,0
DO=10.1007/978-3-319-04093-6_14,0,0,0
DO=10.1007/s40309-014-0043-8,WOS:000215273300018,"Ferrando, Francesca",EUROPEAN JOURNAL OF FUTURES RESEARCH
DO=10.1007/s12152-013-9189-5,WOS:000338338600002,"Schaefer, G. Owen",NEUROETHICS
DO=10.1007/s12152-013-9189-5,WOS:000338338600002,"Kahane, Guy",NEUROETHICS
DO=10.1007/s12152-013-9189-5,WOS:000338338600002,"Savulescu, Julian",NEUROETHICS
DO=10.1186/2196-8802-1-1,0,0,0
DO=10.1186/2195-7819-9-9,0,0,0
DO=10.1007/s40309-013-0021-6,WOS:000215269100015,"Krstic, Predrag",EUROPEAN JOURNAL OF FUTURES RESEARCH
DO=10.1007/s40309-013-0021-6,WOS:000215269100015,"Prodanovic, Srdan",EUROPEAN JOURNAL OF FUTURES RESEARCH
DO=10.1007/s11098-011-9778-2,WOS:000313361100001,"Douglas, Thomas",PHILOSOPHICAL STUDIES
DO=10.1007/s10806-011-9359-6,WOS:000310956400003,"Van Haperen, P. F.",JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS
DO=10.1007/s10806-011-9359-6,WOS:000310956400003,"Gremmen, B.",JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS
DO=10.1007/s10806-011-9359-6,WOS:000310956400003,"Jacobs, J.",JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS
DO=10.1007/s13347-012-0066-7,0,0,0
DO=10.1186/1472-6939-13-28,WOS:000312154100001,"Slashinski, Melody J.",BMC MEDICAL ETHICS
DO=10.1186/1472-6939-13-28,WOS:000312154100001,"McCurdy, Sheryl A.",BMC MEDICAL ETHICS
DO=10.1186/1472-6939-13-28,WOS:000312154100001,"Achenbaum, Laura S.",BMC MEDICAL ETHICS
DO=10.1186/1472-6939-13-28,WOS:000312154100001,"Whitney, Simon N.",BMC MEDICAL ETHICS
DO=10.1186/1472-6939-13-28,WOS:000312154100001,"McGuire, Amy L.",BMC MEDICAL ETHICS
DO=10.1007/s11019-011-9351-y,WOS:000307386100010,"Zwart, Hub",MEDICINE HEALTH CARE AND PHILOSOPHY
DO=10.1007/s13347-011-0057-0,0,0,0
DO=10.1007/s11673-011-9352-9,WOS:000300774100004,"Scully, Jackie Leach",JOURNAL OF BIOETHICAL INQUIRY
DO=10.1007/s11673-011-9352-9,WOS:000300774100004,"Haimes, Erica",JOURNAL OF BIOETHICAL INQUIRY
DO=10.1007/s11673-011-9352-9,WOS:000300774100004,"Mitzkat, Anika",JOURNAL OF BIOETHICAL INQUIRY
DO=10.1007/s11673-011-9352-9,WOS:000300774100004,"Porz, Rouven",JOURNAL OF BIOETHICAL INQUIRY
DO=10.1007/s11673-011-9352-9,WOS:000300774100004,"Rehmann-Sutter, Christoph",JOURNAL OF BIOETHICAL INQUIRY
DO=10.1007/s11569-011-0133-z,MEDLINE:22247747,"Beland, Jean-Pierre",The Social and Ethical Acceptability of NBICs for Purposes of Human Enhancement: Why Does the Debate Remain Mired in Impasse?
DO=10.1007/s11569-011-0133-z,MEDLINE:22247747,"Patenaude, Johane",The Social and Ethical Acceptability of NBICs for Purposes of Human Enhancement: Why Does the Debate Remain Mired in Impasse?
DO=10.1007/s11569-011-0133-z,MEDLINE:22247747,"Legault, Georges A",The Social and Ethical Acceptability of NBICs for Purposes of Human Enhancement: Why Does the Debate Remain Mired in Impasse?
DO=10.1007/s11569-011-0133-z,MEDLINE:22247747,"Boissy, Patrick",The Social and Ethical Acceptability of NBICs for Purposes of Human Enhancement: Why Does the Debate Remain Mired in Impasse?
DO=10.1007/s11569-011-0133-z,MEDLINE:22247747,"Parent, Monelle",The Social and Ethical Acceptability of NBICs for Purposes of Human Enhancement: Why Does the Debate Remain Mired in Impasse?
DO=10.1007/s11569-011-0122-2,MEDLINE:21957436,"Ruivenkamp, Martin",Entanglement of Imaging and Imagining of Nanotechnology.
DO=10.1007/s11569-011-0122-2,MEDLINE:21957436,"Rip, Arie",Entanglement of Imaging and Imagining of Nanotechnology.
DO=10.1007/s10676-010-9231-9,WOS:000290277500003,"Coeckelbergh, Mark",ETHICS AND INFORMATION TECHNOLOGY
DO=10.1057/biosoc.2010.26,WOS:000297217400002,"Wilson, Duncan",BIOSOCIETIES
DO=10.1007/s11841-010-0214-4,WOS:000288801400008,"Onishi, Bradley B.",SOPHIA
DO=10.1007/s12152-010-9075-3,WOS:000288255300007,"Kraemer, Felicitas",NEUROETHICS
DO=10.1007/s12130-010-9123-7,0,0,0
DO=10.1007/s12394-010-0066-7,0,0,0
DO=10.1007/s10806-009-9223-0,WOS:000281727900003,"Korthals, Michiel",JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS
DO=10.1007/s10806-009-9223-0,WOS:000281727900003,"Komduur, Rixt",JOURNAL OF AGRICULTURAL & ENVIRONMENTAL ETHICS
DO=10.1007/s11569-009-0076-9,MEDLINE:20234874,"Schermer, Maartje",The Mind and the Machine. On the Conceptual and Moral Implications of Brain-Machine Interaction.
DO=10.1007/s11693-009-9039-2,MEDLINE:19816801,"Bedau, Mark A","Social and ethical checkpoints for bottom-up synthetic biology, or protocells."
DO=10.1007/s11693-009-9039-2,MEDLINE:19816801,"Parke, Emily C","Social and ethical checkpoints for bottom-up synthetic biology, or protocells."
DO=10.1007/s11693-009-9039-2,MEDLINE:19816801,"Tangen, Uwe","Social and ethical checkpoints for bottom-up synthetic biology, or protocells."
DO=10.1007/s11693-009-9039-2,MEDLINE:19816801,"Hantsche-Tangen, Brigitte","Social and ethical checkpoints for bottom-up synthetic biology, or protocells."
DO=10.1007/s11569-009-0080-0,MEDLINE:20234840,"Swierstra, Tsjalling",Taking Care of the Symbolic Order. How Converging Technologies Challenge our Concepts.
DO=10.1007/s11569-009-0080-0,MEDLINE:20234840,"van Est, Rinie",Taking Care of the Symbolic Order. How Converging Technologies Challenge our Concepts.
DO=10.1007/s11569-009-0080-0,MEDLINE:20234840,"Boenink, Marianne",Taking Care of the Symbolic Order. How Converging Technologies Challenge our Concepts.
DO=10.1007/s12152-009-9032-1,WOS:000284869200003,"Schermer, Maartje",NEUROETHICS
DO=10.1007/s12152-009-9032-1,WOS:000284869200003,"Bolt, Ineke",NEUROETHICS
DO=10.1007/s12152-009-9032-1,WOS:000284869200003,"de Jongh, Reinoud",NEUROETHICS
DO=10.1007/s12152-009-9032-1,WOS:000284869200003,"Olivier, Berend",NEUROETHICS
DO=10.1007/s12376-009-0014-8,0,0,0
DO=10.1007/s11019-009-9187-x,WOS:000272270200003,"Zwart, Hub",MEDICINE HEALTH CARE AND PHILOSOPHY
DO=10.1186/1747-5341-4-4,MEDLINE:19226449,"Schweda, Mark","The ""spare parts person""? Conceptions of the human body and their implications for public attitudes towards organ donation and organ sale."
DO=10.1186/1747-5341-4-4,MEDLINE:19226449,"Schicktanz, Silke","The ""spare parts person""? Conceptions of the human body and their implications for public attitudes towards organ donation and organ sale."
DO=10.1007/s11019-007-9059-1,MEDLINE:17486431,"Schermer, M H N",Brave New World versus Island--utopian and dystopian views on psychopharmacology.
DO=10.1007/s10755-006-9017-5,WOS:000435038100002,"Craig, Russell J.",INNOVATIVE HIGHER EDUCATION
DO=10.1007/s10755-006-9017-5,WOS:000435038100002,"Amernic, Joel H.",INNOVATIVE HIGHER EDUCATION
DO=10.1186/1747-5341-1-9,0,0,0
DO=10.1016/j.wss.2022.100120,0,0,0
DO=10.1016/j.ssmqr.2023.100245,0,0,0
DO=10.1016/j.tate.2022.103688,WOS:000791307200007,"Strom, Kathryn J.",TEACHING AND TEACHER EDUCATION
DO=10.1016/j.tate.2022.103688,WOS:000791307200007,"Martin, Adrian D.",TEACHING AND TEACHER EDUCATION
DO=10.1016/j.metip.2020.100021,0,0,0
DO=10.1016/j.intell.2021.101563,WOS:000697525700010,"Neubauer, Aljoscha C.",INTELLIGENCE
DO=10.1016/j.jrurstud.2020.10.011,WOS:000596675200009,"Duggan, Calvin",JOURNAL OF RURAL STUDIES
DO=10.1016/j.jrurstud.2020.10.011,WOS:000596675200009,"Peeren, Esther",JOURNAL OF RURAL STUDIES
DO=10.1016/j.sheji.2017.08.001,0,0,0
DO=10.1016/j.ijpp.2018.11.001,WOS:000458697100026,"Banfield, Emily",INTERNATIONAL JOURNAL OF PALEOPATHOLOGY
DO=10.1016/j.ijpp.2018.11.001,WOS:000458697100026,"Stoll, Alexander",INTERNATIONAL JOURNAL OF PALEOPATHOLOGY
DO=10.1016/j.ijpp.2018.11.001,WOS:000458697100026,"Thomas, Richard",INTERNATIONAL JOURNAL OF PALEOPATHOLOGY
DO=10.1016/j.futures.2022.102954,0,0,0
DO=10.1016/j.polgeo.2021.102517,WOS:000709987400005,"Pallister-Wilkins, Polly",POLITICAL GEOGRAPHY
DO=10.1016/j.drugpo.2022.103609,MEDLINE:35151538,"Weinberg, Darin",The particularity of freedom and recovery from addiction in practice: On the therapeutic limitations of generalising addiction science.
DO=10.1016/j.caeai.2023.100131,0,0,0
DO=10.1016/j.socscimed.2019.02.041,WOS:000466257900002,"Nisbett, Nicholas",SOCIAL SCIENCE & MEDICINE
DO=10.1016/j.techum.2022.10.001,0,0,0
DO=10.1016/j.protcy.2014.02.016,0,0,0
DO=10.1016/j.polgeo.2015.09.004,WOS:000401392700012,"Theriault, Noah",POLITICAL GEOGRAPHY
DO=10.1016/j.wss.2020.100004,0,0,0
DO=10.1016/j.wss.2023.100130,0,0,0
DO=10.1016/j.wss.2022.100112,0,0,0
DO=10.1016/j.jrurstud.2021.03.006,WOS:000655518300002,"Finstad, Terje",JOURNAL OF RURAL STUDIES
DO=10.1016/j.jrurstud.2021.03.006,WOS:000655518300002,"Aune, Margrethe",JOURNAL OF RURAL STUDIES
DO=10.1016/j.jrurstud.2021.03.006,WOS:000655518300002,"Egseth, Kine Ariela",JOURNAL OF RURAL STUDIES
DO=10.1016/j.socscimed.2022.114802,WOS:000820893200003,"Williams, Jessy E.",SOCIAL SCIENCE & MEDICINE
DO=10.1016/j.socscimed.2022.114802,WOS:000820893200003,"Pykett, Jessica",SOCIAL SCIENCE & MEDICINE
DO=10.1016/j.sheji.2022.01.002,WOS:000787618200003,"Prendeville, Sharon",SHE JI-THE JOURNAL OF DESIGN ECONOMICS AND INNOVATION
DO=10.1016/j.sheji.2022.01.002,WOS:000787618200003,"Koria, Mikko",SHE JI-THE JOURNAL OF DESIGN ECONOMICS AND INNOVATION
DO=10.1016/j.tree.2019.10.006,WOS:000504400600001,"Watson, Maggie J.",TRENDS IN ECOLOGY & EVOLUTION
DO=10.1016/j.tree.2019.10.006,WOS:000504400600001,"Watson, David M.",TRENDS IN ECOLOGY & EVOLUTION
DO=10.1016/j.futures.2022.102950,WOS:000798755200001,"Hupkes, Tisha",FUTURES
DO=10.1016/j.futures.2022.102950,WOS:000798755200001,"Hedman, Anders",FUTURES
DO=10.1016/j.geoforum.2021.12.001,0,0,0
DO=10.1016/j.annals.2023.103549,WOS:000956636200001,"Jensen, Martin Trandberg",ANNALS OF TOURISM RESEARCH
DO=10.1016/j.annals.2023.103549,WOS:000956636200001,"Chambers, Donna",ANNALS OF TOURISM RESEARCH
DO=10.1016/j.annals.2023.103549,WOS:000956636200001,"Wilson, Sharon",ANNALS OF TOURISM RESEARCH
DO=10.1016/j.sheji.2020.07.003,WOS:000669002500004,"Poggenpohl, Sharon Helmer",SHE JI-THE JOURNAL OF DESIGN ECONOMICS AND INNOVATION
DO=10.1016/j.erss.2021.102146,WOS:000697852800009,"Murphy, Padraig",ENERGY RESEARCH & SOCIAL SCIENCE
DO=10.1016/j.erss.2021.102146,WOS:000697852800009,"Brereton, Pat",ENERGY RESEARCH & SOCIAL SCIENCE
DO=10.1016/j.erss.2021.102146,WOS:000697852800009,"O'Brolchain, Fiachra",ENERGY RESEARCH & SOCIAL SCIENCE
DO=10.1016/j.diggeo.2021.100010,0,0,0
DO=10.1016/j.intell.2021.101603,WOS:000727767700001,"Haier, Richard J.",INTELLIGENCE
DO=10.1016/j.socscimed.2021.113874,WOS:000668752500008,"De Togni, Giulia",SOCIAL SCIENCE & MEDICINE
DO=10.1016/j.socscimed.2021.113874,WOS:000668752500008,"Erikainen, Sonja",SOCIAL SCIENCE & MEDICINE
DO=10.1016/j.socscimed.2021.113874,WOS:000668752500008,"Chan, Sarah",SOCIAL SCIENCE & MEDICINE
DO=10.1016/j.socscimed.2021.113874,WOS:000668752500008,"Cunningham-Burley, Sarah",SOCIAL SCIENCE & MEDICINE
DO=10.1016/j.quaint.2022.02.019,WOS:000861941600003,"Bennett, Jeremy",QUATERNARY INTERNATIONAL
DO=10.1016/j.quaint.2022.02.019,WOS:000861941600003,"French, Charles",QUATERNARY INTERNATIONAL
DO=10.1016/j.quaint.2022.02.019,WOS:000861941600003,"McLaughlin, Rowan",QUATERNARY INTERNATIONAL
DO=10.1016/j.quaint.2022.02.019,WOS:000861941600003,"Stoddart, Simon",QUATERNARY INTERNATIONAL
DO=10.1016/j.quaint.2022.02.019,WOS:000861941600003,"Malone, Caroline",QUATERNARY INTERNATIONAL
DO=10.1016/j.tate.2021.103318,WOS:000634795400004,"Hordvik, Mats",TEACHING AND TEACHER EDUCATION
DO=10.1016/j.tate.2021.103318,WOS:000634795400004,"Fletcher, Tim",TEACHING AND TEACHER EDUCATION
DO=10.1016/j.tate.2021.103318,WOS:000634795400004,"Haugen, Anders Lund",TEACHING AND TEACHER EDUCATION
DO=10.1016/j.tate.2021.103318,WOS:000634795400004,"Moller, Lasse",TEACHING AND TEACHER EDUCATION
DO=10.1016/j.tate.2021.103318,WOS:000634795400004,"Engebretsen, Berit",TEACHING AND TEACHER EDUCATION
DO=10.1016/j.linged.2019.100754,WOS:000498888200004,"Escott, Hugh Francis",LINGUISTICS AND EDUCATION
DO=10.1016/j.linged.2019.100754,WOS:000498888200004,"Pahl, Kate Heron",LINGUISTICS AND EDUCATION
DO=10.1016/j.sbspro.2014.12.552,WOS:000360457900080,"Petrova, G. I.",PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON RESEARCH PARADIGMS TRANSFORMATION IN SOCIAL SCIENCES 2014 (RPTSS-2014)
DO=10.1016/j.sbspro.2014.12.552,WOS:000360457900080,"Smokotin, V. M.",PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON RESEARCH PARADIGMS TRANSFORMATION IN SOCIAL SCIENCES 2014 (RPTSS-2014)
DO=10.1016/j.sbspro.2014.12.552,WOS:000360457900080,"Kornienko, A. A.",PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON RESEARCH PARADIGMS TRANSFORMATION IN SOCIAL SCIENCES 2014 (RPTSS-2014)
DO=10.1016/j.sbspro.2014.12.552,WOS:000360457900080,"Ershova, I. A.",PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON RESEARCH PARADIGMS TRANSFORMATION IN SOCIAL SCIENCES 2014 (RPTSS-2014)
DO=10.1016/j.sbspro.2014.12.552,WOS:000360457900080,"Kachalov, N. A.",PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON RESEARCH PARADIGMS TRANSFORMATION IN SOCIAL SCIENCES 2014 (RPTSS-2014)
DO=10.1016/j.sbspro.2014.12.552,WOS:000360457900080,"Ardashkin, I",PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON RESEARCH PARADIGMS TRANSFORMATION IN SOCIAL SCIENCES 2014 (RPTSS-2014)
DO=10.1016/j.sbspro.2014.12.552,WOS:000360457900080,"Bogdan, A",PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON RESEARCH PARADIGMS TRANSFORMATION IN SOCIAL SCIENCES 2014 (RPTSS-2014)
DO=10.1016/j.sbspro.2014.12.552,WOS:000360457900080,"Martyushev, N",PROCEEDINGS OF THE INTERNATIONAL CONFERENCE ON RESEARCH PARADIGMS TRANSFORMATION IN SOCIAL SCIENCES 2014 (RPTSS-2014)
DO=10.1016/j.jmathb.2020.100796,WOS:000568721900013,"de Freitas, Elizabeth",JOURNAL OF MATHEMATICAL BEHAVIOR
DO=10.1016/j.jmathb.2020.100796,WOS:000568721900013,"Sinclair, Nathalie",JOURNAL OF MATHEMATICAL BEHAVIOR
DO=10.1016/j.sheji.2021.07.002,WOS:000704538800004,"Beckett, Stephen J.",SHE JI-THE JOURNAL OF DESIGN ECONOMICS AND INNOVATION
DO=10.1016/j.procs.2020.02.122,0,0,0
DO=10.1016/j.drugpo.2021.103438,WOS:000755111900037,"Guta, Adrian",INTERNATIONAL JOURNAL OF DRUG POLICY
DO=10.1016/j.drugpo.2021.103438,WOS:000755111900037,"Perri, Melissa",INTERNATIONAL JOURNAL OF DRUG POLICY
DO=10.1016/j.drugpo.2021.103438,WOS:000755111900037,"Strike, Carol",INTERNATIONAL JOURNAL OF DRUG POLICY
DO=10.1016/j.drugpo.2021.103438,WOS:000755111900037,"Gagnon, Marilou",INTERNATIONAL JOURNAL OF DRUG POLICY
DO=10.1016/j.drugpo.2021.103438,WOS:000755111900037,"Carusone, Soo Chan",INTERNATIONAL JOURNAL OF DRUG POLICY
DO=10.1016/j.accinf.2023.100609,0,0,0
DO=10.1016/j.metip.2020.100016,0,0,0
DO=10.1016/j.artint.2007.10.011,WOS:000251773500012,"Goertzel, Ben",ARTIFICIAL INTELLIGENCE
DO=10.1016/j.sheji.2020.05.003,WOS:000669001300004,"Wilde, Danielle",SHE JI-THE JOURNAL OF DESIGN ECONOMICS AND INNOVATION
DO=10.1016/j.emospa.2019.03.006,WOS:000469383500005,"Schuurman, Nora",EMOTION SPACE AND SOCIETY
DO=10.1016/j.emospa.2019.03.006,WOS:000469383500005,"Redmalm, David",EMOTION SPACE AND SOCIETY
DO=10.1016/j.sheji.2021.09.001,WOS:000728589200007,"Khadilkar, Pramod",SHE JI-THE JOURNAL OF DESIGN ECONOMICS AND INNOVATION
DO=10.1016/j.sheji.2021.09.001,WOS:000728589200007,"Jagtap, Santosh",SHE JI-THE JOURNAL OF DESIGN ECONOMICS AND INNOVATION
DO=10.1016/j.jbi.2013.06.005,0,0,0
DO=10.1016/j.wss.2021.100055,MEDLINE:34746896,"Marsh, Pauline",Where birds felt louder: The garden as a refuge during COVID-19.
